web-scraper-order,web-scraper-start-url,skills-rest,skills-rest-href,name,description,Rating,invocation name,dynamic content,privacy policy,privacy policy-href,terms of use,terms of use-href,number of ratings,maker,skill rating,skill rating-href,Overall rating,category,sub-category,comment heading,comment heading-href,review,review stars,review date,review-pages,review-pages-href,skill-pages,skill-pages-href
"1564973150-207484","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Deep Sleep Sounds","https://www.amazon.com/Deal-Monkey-UK-Ltd-Sounds/dp/B07D7D1RJ5/ref=sr_1_85?fst=as%3Aoff&qid=1564969816&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-85","Deep Sleep Sounds","Click the 'Enable' button or say 'Alexa open Deep Sleep Sounds'. Then you can say 'Alexa open Deep Sleep Sounds' to begin skill.

Sleep well at night or bring peace to your busy life with Relaxing Sounds. Close your eyes and relax. These sounds are good for meditation or relaxation.

We use a high quality 2 hour audio stream, not 2 min loops with pauses some other sound providers use.

If you love this skill please let us know by leaving a review!","Guidance Suggested.","deep sleep sounds","dynamic content.","Developer Privacy Policy","https://getstoryline.com/public/privacy.html","null","","11","by Deal Monkey UK Ltd","11","https://www.amazon.com/product-reviews/B07D7D1RJ5","3.2 out of 5 stars","Utilities","Alarms & Clocks","","","","","","null","https://www.amazon.com/Deal-Monkey-UK-Ltd-Sounds/product-reviews/B07D7D1RJ5/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=6&fst=as%3Aoff&qid=1564969814&rnid=2661617011&ref=sr_pg_5"
"1564974708-212129","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Mechanical Watch Ticking","https://www.amazon.com/Sea-Of-Love-Mechanical-Ticking/dp/B07DBRJBHY/ref=sr_1_21?fst=as%3Aoff&qid=1564969807&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-21","Mechanical Watch Ticking","Mechanical Watch Ticking is a relaxing ambient sound loop playing the sound of famous Swiss wristwatch Omega Seamaster with ETA 2892 movement. 
The subtle and pleasing sound of a ticking watch is perfect for you to relax, relieve stress, or just simply enjoy.
The skill will play the sound in a loop until you say ""stop"" or ""pause"". 




You can say:

""Alexa, open Mechanical Watch Ticking""
""Alexa, start Mechanical Watch Ticking""
""Alexa, launch Mechanical Watch Ticking""


Please leave a 5-star review if you love this skill, or send us an email with your suggestions at 
http://seaoflove.info/contact/. Your 5-star reviews encourage us to keep making more great skills, thanks!

Licensing:  
The sound is provided by author bySeb and is distributed under Creative Commons Attribution 3.0 License. License details are available here: https://creativecommons.org/licenses/by/3.0/","Guidance Suggested.","mechanical watch ticking","dynamic content.","Developer Privacy Policy","https://getstoryline.com/public/privacy.html","null","","1","by Sea Of Love","1","https://www.amazon.com/product-reviews/B07DBRJBHY","1.0 out of 5 stars","Utilities","Alarms & Clocks","","","","","","null","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564969805&rnid=2661617011&ref=sr_pg_1"
"1564971024-201820","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","LunarDate","https://www.amazon.com/Pi-Ke-LunarDate/dp/B06ZZ8ZVGS/ref=sr_1_236?fst=as%3Aoff&qid=1564969834&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-236","LunarDate","This skill is to convert the Gregorian date to Chinese Lunar date","null","lunar date","dynamic content.","null","","null","","1","by Pi Ke","1","https://www.amazon.com/product-reviews/B06ZZ8ZVGS","4.0 out of 5 stars","Utilities","Calendars & Reminders","","","","","","null","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=15&fst=as%3Aoff&qid=1564969832&rnid=2661617011&ref=sr_pg_14"
"1564972664-206216","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Location Reminder","https://www.amazon.com/Leon-Schmidl-Location-Reminder/dp/B06XY9DVZG/ref=sr_1_114?fst=as%3Aoff&qid=1564969820&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-114","Location Reminder","This skill is designed to help you remember where you put your stuff. You can tell it where your stuff is and after you inevitably forget it, you can just ask Alexa. Unfortunately this is setup for a pretty strict input structure. For making an entry say something like ""My/The/... stuff is/are in/at/under/... location"", and for getting reminded the command structure is ""where is/are my/the/... stuff"". You can also delete entries. I hope this skill helps somebody.","Guidance Suggested.","location reminder","dynamic content.","null","","null","","80","by Leon Schmidl","80","https://www.amazon.com/product-reviews/B06XY9DVZG","3.7 out of 5 stars","Utilities","Calendars & Reminders","Works","https://www.amazon.com/gp/customer-reviews/R1LQ6QUCKBRNCJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B06XY9DVZG","Does everything it says it is going to do. Only annoying this is she repeats the instructions every single time you open location reminder but it is very useful!","5.0 out of 5 stars","January 3, 2018","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=8&fst=as%3Aoff&qid=1564969818&rnid=2661617011&ref=sr_pg_7"
"1564974927-212795","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","stopwatch","https://www.amazon.com/blandflakes-stopwatch/dp/B019DB6YNI/ref=sr_1_18?fst=as%3Aoff&qid=1564969807&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-18","stopwatch","This skill provides a stopwatch for timing arbitrary things.

You just start a stopwatch, and then you can check the status of the watch, restart the watch, or stop it at any point. You can also pause and resume the watch, and it will track the running total duration.

In addition to the explicit commands (start, status, reset, stop, pause, resume), launching the app also acts as a shortcut for managing your watch. Launching the app with no watch will start a new watch, while launching it with a running watch will automatically return your status.

Past reviews have mentioned the verbosity; there is no way for me to improve this as Alexa skills must be invoked by name.

Apologies for the recent disruption, my hosting shut down on me while I was in the hospital. However, I've now moved to paid hosting, and added Pause/Restart!

(Also listed as time keeper, for now).","null","stopwatch","dynamic content.","null","","null","","271","by blandflakes","271","https://www.amazon.com/product-reviews/B019DB6YNI","3.5 out of 5 stars","Utilities","Alarms & Clocks","Works well once you figure out Alexa wants to hear the Stopwatch before the command","https://www.amazon.com/gp/customer-reviews/R2YGM6WLDTSMY2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B019DB6YNI","It works. I had come her to figure out how to stop the thing but had lainchrd it with Alexa, start a stopwatch. She told me to say “launch stopwatch” to get the status. The bit about saying “ask stopwatch to” makes a bit of sense even though it is cumbersome. She needs to hear the word stopwatch first not the function. Kinda like RPN.","4.0 out of 5 stars","March 9, 2018","Next page→","https://www.amazon.com/blandflakes-stopwatch/product-reviews/B019DB6YNI/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564969805&rnid=2661617011&ref=sr_pg_1"
"1564972444-205654","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Assist Reminder","https://www.amazon.com/E-V-Corp-Assist-Reminder/dp/B075DDQ2JL/ref=sr_1_127?fst=as%3Aoff&qid=1564969820&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-127","Assist Reminder","Assist Reminder will help you remember where you have put any of your items. You can do this by telling Alexa to remember where you have put certain things. Then you can tell Alexa to remind you where you have put these things. For example, you could say, ""Alexa, tell Assist Reminder I put my wallet on desk "". After which you can say ""Alexa, ask Assist Reminder where is my wallet"" and Alexa will tell you your wallet is on your desk. This is helpful for when you can not find your things, such as your badge, laptop, headphones, etc.
To get a list of all your reminders, please say ""Alexa, ask Assist Reminder to list all"".
If you don't need the reminders, please say ""Alexa, ask Assist Reminder to clear"".","null","assist reminder","dynamic content.","null","","null","","6","by E&V Corp","6","https://www.amazon.com/product-reviews/B075DDQ2JL","2.1 out of 5 stars","Utilities","Calendars & Reminders","PIN NUMBER PLEASE","https://www.amazon.com/gp/customer-reviews/R18VMPCBPNTB4Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B075DDQ2JL","Pin Number requirement to access the hiding place info would be nice.","2.0 out of 5 stars","December 17, 2017","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=8&fst=as%3Aoff&qid=1564969818&rnid=2661617011&ref=sr_pg_7"
"1564970964-201650","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Safe Zone","https://www.amazon.com/Safe-Zone/dp/B06XKLVD2N/ref=sr_1_243?fst=as%3Aoff&qid=1564969836&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-243","Safe Zone","This skill enables Alexa to provide the Safety Rating of a city.This skill can be used by travelers visiting a new city or planning to visit a new city.It can be used by parents to determine if their children are in a safe city.","null","safe zone","dynamic content.","null","","null","","3","null","3","https://www.amazon.com/product-reviews/B06XKLVD2N","1.4 out of 5 stars","Utilities","Zip Code Lookup","Doesn't understand city names","https://www.amazon.com/gp/customer-reviews/R3HD8TK8R9R7EA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B06XKLVD2N","Tried it many times and only understood San Francisco. And then you have to ask the whole thing from the top again.","1.0 out of 5 stars","September 13, 2017","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=16&fst=as%3Aoff&qid=1564969834&rnid=2661617011&ref=sr_pg_15"
"1564974033-210109","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","WiFi Password","https://www.amazon.com/cubic-ai-WiFi-Password/dp/B06XXJ5GBD/ref=sr_1_43?fst=as%3Aoff&qid=1564969810&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-43","WiFi Password","Enter your WiFi network name and password and Alexa will tell them to your friends and family. Forget questions about your network!

If you like the skill, please submit a review :)","Guidance Suggested.","wifi password","dynamic content.","Developer Privacy Policy","http://cubic.ai/policy.html","Developer Terms of Use","http://cubic.ai/tos.html","129","by cubic.ai","129","https://www.amazon.com/product-reviews/B06XXJ5GBD","4.2 out of 5 stars","Utilities","Device Tracking","Awesome","https://www.amazon.com/gp/customer-reviews/R3W30K8KMQ014R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B06XXJ5GBD","This is a really great skill, now If my family or friends ask me for wifi password, I just tell them to ask Alexa. If you are concerned about people accessing your Wifi by asking Alexa, then just don't enable the skill It's a great skill for those that are always being asked for the Wifi password. Nice job on this skill :)","5.0 out of 5 stars","May 21, 2017","Next page→","https://www.amazon.com/cubic-ai-WiFi-Password/product-reviews/B06XXJ5GBD/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=3&fst=as%3Aoff&qid=1564969807&rnid=2661617011&ref=sr_pg_2"
"1564974419-211271","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","remember this","https://www.amazon.com/RURx77-remember-this/dp/B072WCVV9X/ref=sr_1_30?fst=as%3Aoff&qid=1564969807&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-30","remember this","REMEMBER THIS allows you to create a list of items you want to remember.  Start your list by saying ADD TO LIST followed by the text you wish to add.  Use READ LIST to hear the list. A number is assigned to each item in the list.  To remove an item from the list say DELETE NUMBER n, where n is the number of the item you wish to remove.   You can clear the list by saying CLEAR LIST. You can also renumber the list (which may be helpful after deleting items). HELP and STOP are also available at any time.

REMEMBER THIS was originally written for the visually impaired, who cannot use the standard Alexa To Do skill, because it requires seeing the list to delete items.  The ability to verbally delete items easily was the primary driver for this skill.","null","remember this","dynamic content.","null","","null","","105","by RURx77","105","https://www.amazon.com/product-reviews/B072WCVV9X","3.3 out of 5 stars","Utilities","Calendars & Reminders","Remember this","https://www.amazon.com/gp/customer-reviews/R1ETFGSVUT4IDW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B072WCVV9X","didn't work just kept repeating the list is empty!","1.0 out of 5 stars","December 6, 2017","Next page→","https://www.amazon.com/RURx77-remember-this/product-reviews/B072WCVV9X/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564969805&rnid=2661617011&ref=sr_pg_1"
"1564972944-206932","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Ascii Code","https://www.amazon.com/North-View-Ascii-Code/dp/B01NCSGK06/ref=sr_1_99?fst=as%3Aoff&qid=1564969818&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-99","Ascii Code","Ask ascii code to convert any printable ascii character to a hex, decimal, octal, or binary value. Suppose you say ""Convert forward slash to hex"" Alexa will inform you that the hexadecimal representation of a forward slash is 2F. You may phonetic examples to clarify your request, such as ""C as in charlie"".

View the source code at https://github.com/samueljacobjackson/alexa-ascii-code","null","ascii code","dynamic content.","null","","null","","2","by North View","2","https://www.amazon.com/product-reviews/B01NCSGK06","3.0 out of 5 stars","Utilities","Unit Converters","DOes not understand well","https://www.amazon.com/gp/customer-reviews/RM5CQO3FU1L6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01NCSGK06","I tried this, but it seldom understood what I was asking. It kept interpreting A as 8. It thought I said I when I said E. It seemed to time out often during questions. Generally, more frustration than it was worth. Easier to just pull up an ASCII table on the computer, especially since you would normally be on the computer when you need an ASCII value..","1.0 out of 5 stars","January 15, 2017","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=7&fst=as%3Aoff&qid=1564969816&rnid=2661617011&ref=sr_pg_6"
"1564975745-215222","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Any.do","https://www.amazon.com/Any-DO-Inc-Any-do/dp/B074X3JRHL/ref=sr_1_6?fst=as%3Aoff&qid=1564969805&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-6","Any.do","Get More Done with Any.do, the #1 To-do list, Calendar & Reminders App. Now works in perfect harmony with Amazon Alexa.

To get started, enable the Any.do Skill on Alexa, grant Lists read/write permissions and link to Any.do by creating a new account or signing-in to your existing account.

Once connected, your Alexa Shopping & To-do lists will be added as new lists to your Any.do account (at the moment, these are the only lists available on Alexa).
Then just say ‘Alexa, add birthday plans to my To-Do list’ or ‘Alexa, add tomatoes to my Shopping list’.
Your tasks will immediately sync to your Any.do account on mobile, desktop and tablet - so you’ll have it with you anytime, anywhere.

New to Any.do?
Visit https://www.any.do  to download the app and start getting more done!
If you have any questions or issues connecting Alexa with Any.do, please contact customers@any.do","Guidance Suggested.","null","dynamic content.","Developer Terms of Use","https://www.any.do/legal/app-license-agreement","null","","276","by Any.DO Inc","276","https://www.amazon.com/product-reviews/B074X3JRHL","3.9 out of 5 stars","Utilities","Calendars & Reminders","Such Help!","https://www.amazon.com/gp/customer-reviews/R13X89ESF83VVE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B074X3JRHL","Excellent!  All those silly things that float through your mind as you are doing 3 other things can now be listed on Any.do with a quick call out to Alexa.  Change the air filter, send a birthday card, throw out the fish sandwich were all verbally listed as I folded towels while watching the baby.","5.0 out of 5 stars","April 9, 2018","Next page→","https://www.amazon.com/Any-DO-Inc-Any-do/product-reviews/B074X3JRHL/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9","",""
"1564975597-214749","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Any.do","https://www.amazon.com/Any-DO-Inc-Any-do/dp/B074X3JRHL/ref=sr_1_6?fst=as%3Aoff&qid=1564969805&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-6","Any.do","Get More Done with Any.do, the #1 To-do list, Calendar & Reminders App. Now works in perfect harmony with Amazon Alexa.

To get started, enable the Any.do Skill on Alexa, grant Lists read/write permissions and link to Any.do by creating a new account or signing-in to your existing account.

Once connected, your Alexa Shopping & To-do lists will be added as new lists to your Any.do account (at the moment, these are the only lists available on Alexa).
Then just say ‘Alexa, add birthday plans to my To-Do list’ or ‘Alexa, add tomatoes to my Shopping list’.
Your tasks will immediately sync to your Any.do account on mobile, desktop and tablet - so you’ll have it with you anytime, anywhere.

New to Any.do?
Visit https://www.any.do  to download the app and start getting more done!
If you have any questions or issues connecting Alexa with Any.do, please contact customers@any.do","Guidance Suggested.","null","dynamic content.","Developer Terms of Use","https://www.any.do/legal/app-license-agreement","null","","276","by Any.DO Inc","276","https://www.amazon.com/product-reviews/B074X3JRHL","3.9 out of 5 stars","Utilities","Calendars & Reminders","Wonderful!","https://www.amazon.com/gp/customer-reviews/R1NRIST80FKTD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B074X3JRHL","I really appreciate this skill!! I use it all the time. When I'm out, all I have to do, is look up the app on my phone and everything is there for me! Shopping lists, things to do, etc. Very well done! Thank you!","5.0 out of 5 stars","August 9, 2018","Next page→","https://www.amazon.com/Any-DO-Inc-Any-do/product-reviews/B074X3JRHL/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15","",""
"1564972492-205780","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Thunderstorm Sounds","https://www.amazon.com/Deal-Monkey-UK-Ltd-Thunderstorm/dp/B07D916XFS/ref=sr_1_126?fst=as%3Aoff&qid=1564969820&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-126","Thunderstorm Sounds","Ambient sounds from nature are proven to help boost your focus at work, sleep better at night, or just help improve your mindfulness altogether.

All you need to do is say Alexa start Best ThunderStorm Sounds, and she will play the track for 60 minutes. Saying Alexa loop on will keep her playing until you say stop. This is a perfect skill to leave on while you are asleep, to use for relaxation and meditation, or to tune in and focus on your work. 

That's all there is to it! We hope you enjoy this. 

Please leave us a 5 star review if you like this skill so we can continue bringing you more great skills for free!

""Alexa, start Best Thunderstorm Sounds""

Please leave a 5-star review if you love this skill, or send us an email with your suggestions at dmsystems2016@gmail.com. Your 5-star reviews encourage us to keep making more great skills, thanks!","Guidance Suggested.","best thunderstorm sounds","dynamic content.","Developer Privacy Policy","https://getstoryline.com/public/privacy.html","null","","12","by Deal Monkey UK Ltd","12","https://www.amazon.com/product-reviews/B07D916XFS","4.1 out of 5 stars","Utilities","Alarms & Clocks","Wonderful thunder storm sounds.","https://www.amazon.com/gp/customer-reviews/R23016K9X2H7VS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07D916XFS","Great when reading in bed at night and preparing for sleep.","5.0 out of 5 stars","August 27, 2018","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=8&fst=as%3Aoff&qid=1564969818&rnid=2661617011&ref=sr_pg_7"
"1564972174-204945","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","The Mayan Calendar","https://www.amazon.com/Angrypuffin-Software-The-Mayan-Calendar/dp/B07MWX1K5S/ref=sr_1_153?fst=as%3Aoff&qid=1564969824&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-153","The Mayan Calendar","Itzamna' is the son of the creator god Hunab Ku, and ruler of the heavens, day, and night.  He gave the Mayans the foundations of their civilization including growing corn, writing, the calendar and medicine.
With this skill, Alexa can ask Itzamna' the current day on the Mayan calendar which consists of five interlocking cycles of different lengths called ""baktun"", ""katun"", ""tun"", ""uinal"" and ""kin"".","null","the mayan calendar","dynamic content.","null","","null","","1","by Angrypuffin Software","1","https://www.amazon.com/product-reviews/B07MWX1K5S","5.0 out of 5 stars","Utilities","Calendars & Reminders","","","","","","null","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=10&fst=as%3Aoff&qid=1564969822&rnid=2661617011&ref=sr_pg_9"
"1564970059-198997","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Air Quality","https://www.amazon.com/Bio-Teck-Air-Quality/dp/B01EEHSP0Q/ref=sr_1_302?fst=as%3Aoff&qid=1564969842&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-302","Air Quality","This skill reports the air quality index for US zip codes.  The data is sourced from the U.S. EPA AirNow program.","null","air quality","dynamic content.","null","","null","","45","by Bio-Teck","45","https://www.amazon.com/product-reviews/B01EEHSP0Q","3.3 out of 5 stars","Utilities","null","Doesn't work for air quality.","https://www.amazon.com/gp/customer-reviews/R3OYLJVOUGFJ5C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01EEHSP0Q","Doesn't work.  I ask it, and it plays a ""du-dum"" sound.","1.0 out of 5 stars","December 6, 2016","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=19&fst=as%3Aoff&qid=1564969840&rnid=2661617011&ref=sr_pg_18"
"1564972348-205419","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Particle Cloud","https://www.amazon.com/Carrot-Pants-Studios-Particle-Cloud/dp/B07BR3DKXG/ref=sr_1_136?fst=as%3Aoff&qid=1564969822&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-136","Particle Cloud","Connect to your online Particle Photon, Electron and Core devices, get and set variables and call cloud functions using your Alexa device","Guidance Suggested.","particle cloud","dynamic content.","Developer Privacy Policy","https://www.particle.io/legal/privacy","null","","8","by Carrot Pants Studios","8","https://www.amazon.com/product-reviews/B07BR3DKXG","2.7 out of 5 stars","Utilities","Device Tracking","great skill","https://www.amazon.com/gp/customer-reviews/RQ3OCNJZPUHSY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BR3DKXG","excellent job for a expected skill.  works fine","5.0 out of 5 stars","March 8, 2019","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=9&fst=as%3Aoff&qid=1564969820&rnid=2661617011&ref=sr_pg_8"
"1564971174-202255","https://www.amazon.com/s?bbn=14284882011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768572&rnid=2661617011&ref=lp_14284882011_nr_p_72_3","Pizza Calculator","https://www.amazon.com/supercoffeewoman-Pizza-Calculator/dp/B073J7FLY2/ref=sr_1_220?fst=as%3Aoff&qid=1564969832&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-220","Pizza Calculator","Pizza Calculator helps you find the best bang for the buck.

Enter the pizza information, such as price, size, and company. We will then tell you which of the two pizzas is cheaper per square inch.

If you enjoyed this skill or it helped you save money, feel free to leave an honest review below.","null","pizza calculator","dynamic content.","null","","null","","1","by supercoffeewoman","1","https://www.amazon.com/product-reviews/B073J7FLY2","4.0 out of 5 stars","Utilities","Calculators","","","","","","null","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284882011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284882011%2Cp_72%3A2661621011&lo=list&dc&page=14&fst=as%3Aoff&qid=1564969830&rnid=2661617011&ref=sr_pg_13"
